sample_id,case_id,field_name,field_class,declared_type,selection_probability,raw_exact,normalized_exact,token_set_exact,all_null,all_nonnull,mixed_null,null_pattern,adjacent_null_transitions,min_pairwise_lexical_similarity,min_pairwise_nonnull_lexical_similarity,lexical_at_least_70,lexical_at_least_80,lexical_at_least_90
EXT-14-fb3b4e5e4332,14,sample_size,potentially_synthesis_critical,numeric,1.0,False,False,False,False,True,False,VVV,0,0.9,0.9,True,True,True
EXT-14-ff0d87e44769,14,age_years,other_numeric,numeric,0.0135869565217391,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-15-147d6ebe18a4,15,study_design,categorical,categorical,0.1234567901234567,False,False,False,False,True,False,VVV,0,0.5121951219512195,0.5121951219512195,False,False,False
EXT-15-159639e2c2fa,15,ci_lower,potentially_synthesis_critical,numeric,0.3846153846153846,False,False,False,False,True,False,VVV,0,0.6,0.6,False,False,False
EXT-15-316ed0ad0fc7,15,outcome,categorical,categorical,0.0021968365553602,False,False,False,False,True,False,VVV,0,0.37305699481865284,0.37305699481865284,False,False,False
EXT-15-40fc078ba781,15,country,categorical,categorical,0.9090909090909092,False,False,False,False,True,False,VVV,0,0.8923076923076924,0.8923076923076924,True,True,False
EXT-15-465dc85e440c,15,effect_size,potentially_synthesis_critical,numeric,0.0034002040122407,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-15-511c66cdbef0,15,ci_lower,potentially_synthesis_critical,numeric,0.3846153846153846,False,False,False,False,True,False,VVV,0,0.5,0.5,False,False,False
EXT-15-5f1cffb1055d,15,ci_upper,potentially_synthesis_critical,numeric,0.0034002040122407,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-15-68963c5ac337,15,country,categorical,categorical,0.9090909090909092,False,False,False,False,False,True,VNN,1,0.0,,False,False,False
EXT-15-6dcf0168cb93,15,country,categorical,categorical,0.0139860139860139,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-15-6fbfded7c1aa,15,outcome,categorical,categorical,0.0021968365553602,False,False,False,False,True,False,VVV,0,0.9247311827956989,0.9247311827956989,True,True,True
EXT-15-72b55efbb866,15,study_design,categorical,categorical,0.0139860139860139,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-15-831fa6efbd73,15,ci_upper,potentially_synthesis_critical,numeric,0.0034002040122407,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-15-8380b3b46a39,15,effect_size,potentially_synthesis_critical,numeric,0.3846153846153846,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-15-8824f6d4b64e,15,country,categorical,categorical,0.9090909090909092,False,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-15-8a621118aa9c,15,outcome,categorical,categorical,0.0021968365553602,False,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-15-a2dac623294f,15,country,categorical,categorical,0.0139860139860139,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-15-ab8bf548a7bf,15,outcome,categorical,categorical,0.2439024390243902,False,False,False,False,True,False,VVV,0,0.991869918699187,0.991869918699187,True,True,True
EXT-15-c60e7d44161e,15,ci_lower,potentially_synthesis_critical,numeric,0.0041152263374485,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-15-cc65aa7952a8,15,study_design,categorical,categorical,0.1234567901234567,False,False,False,False,True,False,VVV,0,0.968944099378882,0.968944099378882,True,True,True
EXT-15-d1d39de3c2df,15,country,categorical,categorical,0.2439024390243902,False,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-15-de6cd43a1a39,15,study_design,categorical,categorical,0.0021968365553602,False,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-15-f37ec99233ec,15,ci_upper,potentially_synthesis_critical,numeric,0.0034002040122407,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-15-f58c7721c7a8,15,ci_upper,potentially_synthesis_critical,numeric,0.0041152263374485,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-15-fafb69c37653,15,country,categorical,categorical,0.0021968365553602,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-16-01efa4403f57,16,sample_size,potentially_synthesis_critical,numeric,0.0561797752808988,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-16-1704452491dc,16,concentration_items_L,potentially_synthesis_critical,numeric,0.053763440860215,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-16-3e309b09a8a3,16,polymer_type,categorical,categorical,0.1063829787234042,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-16-45acbb81639c,16,study_design,categorical,categorical,0.0142045454545454,False,False,False,False,True,False,VVV,0,0.45714285714285713,0.45714285714285713,False,False,False
EXT-16-49c697cf5eff,16,concentration_items_L,potentially_synthesis_critical,numeric,0.303030303030303,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-16-55ef79adf12f,16,concentration_items_L,potentially_synthesis_critical,numeric,0.0561797752808988,False,False,False,False,False,True,VNV,2,0.0,1.0,False,False,False
EXT-16-633b9894f471,16,country,categorical,categorical,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-16-878601e0da49,16,study_design,categorical,categorical,0.0142045454545454,False,False,False,False,True,False,VVV,0,0.6153846153846154,0.6153846153846154,False,False,False
EXT-16-ab6cfc12bfbb,16,concentration_items_L,potentially_synthesis_critical,numeric,0.303030303030303,False,False,False,False,True,False,VVV,0,0.6976744186046512,0.6976744186046512,False,False,False
EXT-16-b9e6184af520,16,concentration_items_L,potentially_synthesis_critical,numeric,0.053763440860215,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-16-c637cc006e74,16,study_design,categorical,categorical,0.0142045454545454,False,False,False,False,True,False,VVV,0,0.8333333333333334,0.8333333333333334,True,True,False
EXT-16-d4b44c07ae75,16,sample_size,potentially_synthesis_critical,numeric,0.0561797752808988,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-16-e3d5c0ca1577,16,polymer_type,categorical,categorical,0.1063829787234042,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-16-f212bf9b40af,16,sample_size,potentially_synthesis_critical,numeric,1.0,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-17-040bf7170929,17,year,other_numeric,numeric,0.6666666666666666,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-17-045efa78939c,17,accuracy_percent,potentially_synthesis_critical,numeric,0.1923076923076923,False,False,False,False,True,False,VVV,0,0.23809523809523808,0.23809523809523808,False,False,False
EXT-17-0c1b42d057bf,17,accuracy_percent,potentially_synthesis_critical,numeric,0.0709219858156028,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-17-0fbffdf1c610,17,study_design,categorical,categorical,0.0146627565982404,False,False,False,False,True,False,VVV,0,0.34285714285714286,0.34285714285714286,False,False,False
EXT-17-14c1e918507b,17,accuracy_percent,potentially_synthesis_critical,numeric,1.0,False,False,False,False,True,False,VVV,0,0.8888888888888888,0.8888888888888888,True,True,False
EXT-17-20896bb279e5,17,year,other_numeric,numeric,0.6666666666666666,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-17-21ce262e4bfb,17,model_name,categorical,categorical,0.0884955752212389,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-17-30eba066ff52,17,model_name,categorical,categorical,1.0,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-17-31deb1c994a8,17,year,other_numeric,numeric,0.0261780104712041,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-17-36be32938778,17,accuracy_percent,potentially_synthesis_critical,numeric,0.1923076923076923,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-17-3a6dbfcccc1c,17,accuracy_percent,potentially_synthesis_critical,numeric,1.0,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-17-3c98fcef8d5d,17,parameter_count_B,other_numeric,numeric,0.0261780104712041,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-17-4e6dad4d32cd,17,task_type,categorical,categorical,0.0146627565982404,False,False,False,False,True,False,VVV,0,0.29850746268656714,0.29850746268656714,False,False,False
EXT-17-5541abd82342,17,model_name,categorical,categorical,1.0,False,False,False,False,False,True,NNV,1,0.0,,False,False,False
EXT-17-5b47bea61daa,17,accuracy_percent,potentially_synthesis_critical,numeric,0.1923076923076923,False,False,False,False,True,False,VVV,0,0.8888888888888888,0.8888888888888888,True,True,False
EXT-17-5d8bca74139f,17,year,other_numeric,numeric,0.6666666666666666,False,False,False,False,False,True,VVN,1,0.0,1.0,False,False,False
EXT-17-5e87c52d978c,17,study_design,categorical,categorical,0.0884955752212389,False,False,False,False,True,False,VVV,0,0.35714285714285715,0.35714285714285715,False,False,False
EXT-17-6b42f7293fff,17,model_name,categorical,categorical,0.0884955752212389,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-17-7ba180e058c8,17,year,other_numeric,numeric,0.0261780104712041,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-17-83d2175ce09e,17,study_design,categorical,categorical,0.0884955752212389,False,False,False,False,True,False,VVV,0,0.5950413223140496,0.5950413223140496,False,False,False
EXT-17-857d63e248a5,17,year,other_numeric,numeric,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-17-af425e72c6c2,17,accuracy_percent,potentially_synthesis_critical,numeric,1.0,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-17-da37c83eff29,17,parameter_count_B,other_numeric,numeric,0.6666666666666666,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-17-f7260285cb37,17,task_type,categorical,categorical,0.0146627565982404,False,False,False,False,True,False,VVV,0,0.7924528301886793,0.7924528301886793,True,False,False
EXT-17-f9789250f2a9,17,parameter_count_B,other_numeric,numeric,1.0,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-17-fab7a3872517,17,model_name,categorical,categorical,1.0,False,False,False,False,False,True,VNV,2,0.0,1.0,False,False,False
EXT-17-faf6f36dd37b,17,accuracy_percent,potentially_synthesis_critical,numeric,1.0,False,False,False,False,False,True,VNN,1,0.0,,False,False,False
EXT-18-120eab69b437,18,accuracy_percent,potentially_synthesis_critical,numeric,1.0,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-18-1aeb8e45f3c6,18,n_clients,other_numeric,numeric,0.026525198938992,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-18-1b233efca9cd,18,aggregation_algorithm,categorical,categorical,0.0172711571675302,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-18-26c34a1bf582,18,accuracy_percent,potentially_synthesis_critical,numeric,0.25,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-18-2914316de5c9,18,accuracy_percent,potentially_synthesis_critical,numeric,0.25,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-18-4b24eb08a6f9,18,privacy_budget_epsilon,other_numeric,numeric,0.5,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-18-611cd56ca8b8,18,accuracy_percent,potentially_synthesis_critical,numeric,0.0641025641025641,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-18-65d4deb55bc2,18,n_clients,other_numeric,numeric,0.5,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-18-65ea000f0e96,18,privacy_budget_epsilon,other_numeric,numeric,0.026525198938992,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-18-675c45865d77,18,dataset,categorical,categorical,0.0172711571675302,False,False,False,False,False,True,VNV,2,0.0,1.0,False,False,False
EXT-18-7527d7a9c76c,18,n_clients,other_numeric,numeric,0.026525198938992,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-18-75abe5245cc0,18,accuracy_percent,potentially_synthesis_critical,numeric,0.0641025641025641,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-18-79c063676f0b,18,privacy_mechanism,categorical,categorical,0.0469483568075117,False,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-18-af46cc3a1c21,18,n_clients,other_numeric,numeric,0.5,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-18-af4b6db5de46,18,dataset,categorical,categorical,0.0469483568075117,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-18-c69ce6d88294,18,accuracy_percent,potentially_synthesis_critical,numeric,0.25,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-18-caca9b5ae1d1,18,privacy_mechanism,categorical,categorical,0.0172711571675302,False,False,True,False,True,False,VVV,0,0.8367346938775511,0.8367346938775511,True,True,False
EXT-18-dba4c80fb377,18,study_design,categorical,categorical,0.0469483568075117,False,False,False,False,True,False,VVV,0,0.7241379310344828,0.7241379310344828,True,False,False
EXT-18-e61d0ebdecc3,18,study_design,categorical,categorical,1.0,False,False,False,False,True,False,VVV,0,0.48128342245989303,0.48128342245989303,False,False,False
EXT-18-eb071316f898,18,n_clients,other_numeric,numeric,0.5,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-18-f48e6ab53d69,18,privacy_budget_epsilon,other_numeric,numeric,0.5,False,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-18-f77a908ffbd4,18,accuracy_percent,potentially_synthesis_critical,numeric,0.25,False,False,False,False,True,False,VVV,0,0.1111111111111111,0.1111111111111111,False,False,False
EXT-18-ff41b831c9a2,18,n_clients,other_numeric,numeric,0.5,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-18-ffecb9c8a28e,18,aggregation_algorithm,categorical,categorical,0.0469483568075117,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-19-1897d3b7b131,19,sample_size,potentially_synthesis_critical,numeric,0.5,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-19-1e3fe1e0608b,19,sample_size,potentially_synthesis_critical,numeric,0.0555555555555555,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-19-2c34e35de393,19,methodology,categorical,categorical,1.0,False,False,False,False,True,False,VVV,0,0.5866666666666667,0.5866666666666667,False,False,False
EXT-19-36f4b747fb90,19,methodology,categorical,categorical,0.0123456790123456,False,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-19-4cba7b3f473c,19,sample_size,potentially_synthesis_critical,numeric,0.0555555555555555,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-19-4d13b5b029de,19,sample_size,potentially_synthesis_critical,numeric,0.5,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-19-85574fc4eded,19,sample_size,potentially_synthesis_critical,numeric,0.0555555555555555,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-19-ab39cedf492a,19,study_design,categorical,categorical,0.0546448087431694,False,False,False,False,True,False,VVV,0,0.4827586206896552,0.4827586206896552,False,False,False
EXT-19-b14570013883,19,study_design,categorical,categorical,0.0546448087431694,False,False,False,False,True,False,VVV,0,0.6530612244897959,0.6530612244897959,False,False,False
EXT-19-b665d8944f46,19,sample_size,potentially_synthesis_critical,numeric,0.5,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-19-c64e209455ed,19,methodology,categorical,categorical,0.0546448087431694,False,False,False,False,True,False,VVV,0,0.4585987261146497,0.4585987261146497,False,False,False
EXT-19-c8215e1d525f,19,application_domain,categorical,categorical,0.0123456790123456,False,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-19-ef5807ea7ad9,19,sample_size,potentially_synthesis_critical,numeric,0.0555555555555555,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-20-0891cb31ee3c,20,accuracy_percent,potentially_synthesis_critical,numeric,0.1538461538461538,False,False,False,False,True,False,VVV,0,0.9090909090909091,0.9090909090909091,True,True,True
EXT-20-08ee85189060,20,dataset_size,other_numeric,numeric,0.0588235294117647,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-20-103fb71f072b,20,study_design,categorical,categorical,0.1098901098901098,False,False,False,False,True,False,VVV,0,0.5882352941176471,0.5882352941176471,False,False,False
EXT-20-1b5b653bf83a,20,industry_sector,categorical,categorical,0.0142045454545454,False,False,False,False,True,False,VVV,0,0.5135135135135135,0.5135135135135135,False,False,False
EXT-20-23ea5387230c,20,accuracy_percent,potentially_synthesis_critical,numeric,1.0,False,False,False,False,True,False,VVV,0,0.782608695652174,0.782608695652174,True,False,False
EXT-20-276d5873c536,20,accuracy_percent,potentially_synthesis_critical,numeric,0.1538461538461538,False,False,False,False,True,False,VVV,0,0.5714285714285714,0.5714285714285714,False,False,False
EXT-20-2d35bace74a1,20,f1_score,potentially_synthesis_critical,numeric,0.0302114803625377,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-20-31761376143a,20,dataset_size,other_numeric,numeric,0.0588235294117647,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-20-346143549d72,20,dataset_size,other_numeric,numeric,0.0588235294117647,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-20-4306c89ad8cf,20,dataset_size,other_numeric,numeric,0.4,False,False,False,False,False,True,NVV,1,0.0,1.0,False,False,False
EXT-20-52f4aaf2db73,20,f1_score,potentially_synthesis_critical,numeric,1.0,False,False,False,False,True,False,VVV,0,0.64,0.64,False,False,False
EXT-20-58a67f82d774,20,dataset_size,other_numeric,numeric,0.4,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-20-6c9d3793d3a8,20,dataset_size,other_numeric,numeric,1.0,False,False,False,False,False,True,VNN,1,0.0,,False,False,False
EXT-20-7ef3ca556a5b,20,accuracy_percent,potentially_synthesis_critical,numeric,0.1538461538461538,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-20-8547dcc0ba34,20,dataset_size,other_numeric,numeric,0.4,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-20-9e7600ebbf8d,20,accuracy_percent,potentially_synthesis_critical,numeric,0.1538461538461538,True,True,True,False,True,False,VVV,0,1.0,1.0,True,True,True
EXT-20-a1db83265ed8,20,dataset_size,other_numeric,numeric,0.4,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-20-b63da89f49c8,20,f1_score,potentially_synthesis_critical,numeric,0.0302114803625377,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-20-bd2214c481f2,20,fault_type,categorical,categorical,0.1098901098901098,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-20-d4dcbb8339ed,20,f1_score,potentially_synthesis_critical,numeric,0.0302114803625377,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-20-da471e895fcf,20,dataset_size,other_numeric,numeric,0.0588235294117647,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-20-dbfa0df4c4df,20,f1_score,potentially_synthesis_critical,numeric,0.0302114803625377,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-20-e18d16e94563,20,dataset_size,other_numeric,numeric,0.4,False,False,False,False,False,True,VVN,1,0.0,1.0,False,False,False
EXT-20-f21f62fc91c0,20,fault_type,categorical,categorical,0.0142045454545454,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
EXT-20-f6b7cda28f67,20,dataset_size,other_numeric,numeric,0.4,True,True,True,True,False,False,NNN,0,1.0,,True,True,True
