task,sample_id,call_status,repeat_index,output_value
extraction,EXT-11-3a5b073a43eb,ok,3,"""lower secondary"""
extraction,EXT-11-3daec9e37e26,ok,1,"""K-12"""
extraction,EXT-11-3daec9e37e26,ok,2,"""K-12 (grades 3, 5, and 8 assessed)"""
extraction,EXT-11-3daec9e37e26,ok,3,"""K-12"""
extraction,EXT-11-4d585119af47,ok,1,"""Cross-sectional (analytical) study"""
extraction,EXT-11-4d585119af47,ok,2,"""Cross-sectional study"""
extraction,EXT-11-4d585119af47,ok,3,"""Cross-sectional study"""
extraction,EXT-11-52156f8be423,ok,1,"""England"""
extraction,EXT-11-52156f8be423,ok,2,"""England"""
extraction,EXT-11-52156f8be423,ok,3,"""England"""
extraction,EXT-11-523c1a7480d0,ok,1,null
extraction,EXT-11-523c1a7480d0,ok,2,null
extraction,EXT-11-523c1a7480d0,ok,3,null
extraction,EXT-11-531b7ec008a0,ok,1,null
extraction,EXT-11-531b7ec008a0,ok,2,null
extraction,EXT-11-531b7ec008a0,ok,3,null
extraction,EXT-11-5888ae6f6a86,ok,1,1297.0
extraction,EXT-11-5888ae6f6a86,ok,2,1297.0
extraction,EXT-11-5888ae6f6a86,ok,3,1297.0
extraction,EXT-11-66387b9affa4,ok,1,"""primary"""
extraction,EXT-11-66387b9affa4,ok,2,"""primary (elementary)"""
extraction,EXT-11-66387b9affa4,ok,3,"""primary (elementary)"""
extraction,EXT-11-6c3759baf190,ok,1,"""11-22.5"""
extraction,EXT-11-6c3759baf190,ok,2,"""14-21 (K-2); 11-22.5 (grades 3-5)"""
extraction,EXT-11-6c3759baf190,ok,3,"""14-21 (K-2); 11-22.5 (grades 3-5)"""
extraction,EXT-11-78c03ea094f3,ok,1,null
extraction,EXT-11-78c03ea094f3,ok,2,null
extraction,EXT-11-78c03ea094f3,ok,3,null
extraction,EXT-11-823c71634bd7,ok,1,"""Secondary (junior secondary schools)"""
extraction,EXT-11-823c71634bd7,ok,2,"""public junior secondary schools"""
extraction,EXT-11-823c71634bd7,ok,3,"""public junior secondary (secondary)"""
extraction,EXT-11-86f20a31f0b5,ok,1,"""15 to 30"""
extraction,EXT-11-86f20a31f0b5,ok,2,"""15 to 30"""
extraction,EXT-11-86f20a31f0b5,ok,3,30.0
extraction,EXT-11-95c992c6b98f,ok,1,null
extraction,EXT-11-95c992c6b98f,ok,2,null
extraction,EXT-11-95c992c6b98f,ok,3,null
extraction,EXT-11-a1b2f8e9821d,ok,1,80000.0
extraction,EXT-11-a1b2f8e9821d,ok,2,80000.0
extraction,EXT-11-a1b2f8e9821d,ok,3,80000.0
extraction,EXT-11-a942f9fb8e3c,ok,1,22.0
extraction,EXT-11-a942f9fb8e3c,ok,2,22.0
extraction,EXT-11-a942f9fb8e3c,ok,3,22.0
extraction,EXT-11-ab36ce874f21,ok,1,"""Ethiopia"""
extraction,EXT-11-ab36ce874f21,ok,2,"""Ethiopia"""
extraction,EXT-11-ab36ce874f21,ok,3,"""Ethiopia"""
extraction,EXT-11-c4d1e3fd1d7e,ok,1,"""Cluster-randomized controlled trial (field experiment) with some individual-level random assignment"""
extraction,EXT-11-c4d1e3fd1d7e,ok,2,"""Randomized controlled trial (field experiment; cluster randomization of schools with additional within-school student random assignment)"""
extraction,EXT-11-c4d1e3fd1d7e,ok,3,"""Randomized controlled trial (cluster-randomized at school level with additional individual random assignment)"""
extraction,EXT-11-ca3b1004c2a4,ok,1,"""Cross-sectional survey (observational)"""
extraction,EXT-11-ca3b1004c2a4,ok,2,"""Cross-sectional survey (comparative)"""
extraction,EXT-11-ca3b1004c2a4,ok,3,"""Cross-sectional survey (observational)"""
extraction,EXT-11-ea1bd172f3e4,ok,1,"""United States"""
extraction,EXT-11-ea1bd172f3e4,ok,2,"""United States"""
extraction,EXT-11-ea1bd172f3e4,ok,3,"""United States"""
extraction,EXT-11-f213ba6962ed,ok,1,"""K-12 (primary and secondary)"""
extraction,EXT-11-f213ba6962ed,ok,2,"""K-12"""
extraction,EXT-11-f213ba6962ed,ok,3,null
extraction,EXT-12-0c5535f013fa,ok,1,"""Education"""
extraction,EXT-12-0c5535f013fa,ok,2,"""Education"""
extraction,EXT-12-0c5535f013fa,ok,3,"""Education"""
extraction,EXT-12-211c2f267dc1,ok,1,"""China, Japan, Mongolia, USA"""
extraction,EXT-12-211c2f267dc1,ok,2,"""China, Japan, Mongolia, USA"""
extraction,EXT-12-211c2f267dc1,ok,3,"""China, Japan, Mongolia, USA"""
extraction,EXT-12-29b504af6c96,ok,1,null
extraction,EXT-12-29b504af6c96,ok,2,null
extraction,EXT-12-29b504af6c96,ok,3,null
extraction,EXT-12-30241ba1b5ca,ok,1,null
extraction,EXT-12-30241ba1b5ca,ok,2,null
extraction,EXT-12-30241ba1b5ca,ok,3,null
extraction,EXT-12-31fb641b4af9,ok,1,"""Policy brief (memorandum / position paper)"""
extraction,EXT-12-31fb641b4af9,ok,2,"""policy brief / memorandum (consultation brief)"""
extraction,EXT-12-31fb641b4af9,ok,3,"""Policy brief / position paper (memo)"""
extraction,EXT-12-35a5aeb1642d,ok,1,337.0
extraction,EXT-12-35a5aeb1642d,ok,2,337.0
extraction,EXT-12-35a5aeb1642d,ok,3,337.0
extraction,EXT-12-3aed752c1324,ok,1,null
extraction,EXT-12-3aed752c1324,ok,2,null
extraction,EXT-12-3aed752c1324,ok,3,null
extraction,EXT-12-3d2d2fbd61f6,ok,1,"""Higher Education"""
extraction,EXT-12-3d2d2fbd61f6,ok,2,"""Higher education"""
extraction,EXT-12-3d2d2fbd61f6,ok,3,"""Higher education"""
extraction,EXT-12-3dfb679dde2d,ok,1,null
extraction,EXT-12-3dfb679dde2d,ok,2,null
extraction,EXT-12-3dfb679dde2d,ok,3,null
extraction,EXT-12-4ecdd76e0f9f,ok,1,519.0
extraction,EXT-12-4ecdd76e0f9f,ok,2,519.0
extraction,EXT-12-4ecdd76e0f9f,ok,3,519.0
extraction,EXT-12-5374d3401c6d,ok,1,""">100"""
extraction,EXT-12-5374d3401c6d,ok,2,""">100"""
extraction,EXT-12-5374d3401c6d,ok,3,""">100"""
extraction,EXT-12-5e7eed8b42ea,ok,1,"""Russia"""
extraction,EXT-12-5e7eed8b42ea,ok,2,"""Russia"""
extraction,EXT-12-5e7eed8b42ea,ok,3,"""Russia"""
extraction,EXT-12-5fb541a60674,ok,1,200.0
extraction,EXT-12-5fb541a60674,ok,2,200.0
extraction,EXT-12-5fb541a60674,ok,3,200.0
extraction,EXT-12-65c68ded89f2,ok,1,"""positive"""
extraction,EXT-12-65c68ded89f2,ok,2,"""positive"""
extraction,EXT-12-65c68ded89f2,ok,3,"""positive"""
extraction,EXT-12-694c78fe48c3,ok,1,null
extraction,EXT-12-694c78fe48c3,ok,2,null
extraction,EXT-12-694c78fe48c3,ok,3,null
extraction,EXT-12-6a6a4457a575,ok,1,null
extraction,EXT-12-6a6a4457a575,ok,2,null
extraction,EXT-12-6a6a4457a575,ok,3,null
extraction,EXT-12-7f3c8b6c4912,ok,1,"""95; 75"""
extraction,EXT-12-7f3c8b6c4912,ok,2,95.0
extraction,EXT-12-7f3c8b6c4912,ok,3,170.0
extraction,EXT-12-a5ce35486f2b,ok,1,"""Russia"""
extraction,EXT-12-a5ce35486f2b,ok,2,"""Russia"""
extraction,EXT-12-a5ce35486f2b,ok,3,"""Russia"""
extraction,EXT-12-a717045a9683,ok,1,"""Global (109 countries and territories)"""
extraction,EXT-12-a717045a9683,ok,2,"""Global — 109 countries and territories"""
extraction,EXT-12-a717045a9683,ok,3,"""Global (sample from 109 countries and territories)"""
extraction,EXT-12-aa7cf3d0614e,ok,1,null
extraction,EXT-12-aa7cf3d0614e,ok,2,null
extraction,EXT-12-aa7cf3d0614e,ok,3,null
extraction,EXT-12-b6045fcb37a2,ok,1,190.0
extraction,EXT-12-b6045fcb37a2,ok,2,190.0
extraction,EXT-12-b6045fcb37a2,ok,3,190.0
extraction,EXT-12-b662a9a10d90,ok,1,3.0
extraction,EXT-12-b662a9a10d90,ok,2,3.0
extraction,EXT-12-b662a9a10d90,ok,3,20.0
extraction,EXT-12-be1fc3c51ec2,ok,1,null
extraction,EXT-12-be1fc3c51ec2,ok,2,null
extraction,EXT-12-be1fc3c51ec2,ok,3,null
extraction,EXT-12-d9793b3caed5,ok,1,null
extraction,EXT-12-d9793b3caed5,ok,2,null
extraction,EXT-12-d9793b3caed5,ok,3,null
extraction,EXT-12-db51f4f8c740,ok,1,"""Higher-education summative assessment (essay evaluation)"""
extraction,EXT-12-db51f4f8c740,ok,2,"""Higher-education assessment (use of generative AI in summative essays)"""
extraction,EXT-12-db51f4f8c740,ok,3,"""Higher education assessment (use of generative AI in student essays / assessment redesign and academic integrity)"""
extraction,EXT-12-de7298f556b0,ok,1,null
extraction,EXT-12-de7298f556b0,ok,2,null
extraction,EXT-12-de7298f556b0,ok,3,null
extraction,EXT-13-00336ccac624,ok,1,null
extraction,EXT-13-00336ccac624,ok,2,null
extraction,EXT-13-00336ccac624,ok,3,null
extraction,EXT-13-072b1eeb7afc,ok,1,15.0
extraction,EXT-13-072b1eeb7afc,ok,2,15.0
extraction,EXT-13-072b1eeb7afc,ok,3,15.0
extraction,EXT-13-1874e18e11f1,ok,1,null
extraction,EXT-13-1874e18e11f1,ok,2,null
extraction,EXT-13-1874e18e11f1,ok,3,null
extraction,EXT-13-1d9a1269ee60,ok,1,"""Space-for-time (comparative observational) study"""
extraction,EXT-13-1d9a1269ee60,ok,2,"""Space-for-time observational comparative study"""
extraction,EXT-13-1d9a1269ee60,ok,3,"""Space-for-time comparative observational study (comparative observational study of no-take MPAs vs unprotected areas)"""
extraction,EXT-13-264bc81246bd,ok,1,183.0
extraction,EXT-13-264bc81246bd,ok,2,null
extraction,EXT-13-264bc81246bd,ok,3,null
extraction,EXT-13-40a5afba89fb,ok,1,null
extraction,EXT-13-40a5afba89fb,ok,2,null
extraction,EXT-13-40a5afba89fb,ok,3,null
extraction,EXT-13-40f4d6799c01,ok,1,null
extraction,EXT-13-40f4d6799c01,ok,2,null
extraction,EXT-13-40f4d6799c01,ok,3,null
extraction,EXT-13-462ca48f05eb,ok,1,null
extraction,EXT-13-462ca48f05eb,ok,2,null
extraction,EXT-13-462ca48f05eb,ok,3,null
extraction,EXT-13-525c3bb5cb2d,ok,1,40.0
extraction,EXT-13-525c3bb5cb2d,ok,2,40.0
extraction,EXT-13-525c3bb5cb2d,ok,3,40.0
extraction,EXT-13-5f42d4adddbe,ok,1,58.2
extraction,EXT-13-5f42d4adddbe,ok,2,58.2
extraction,EXT-13-5f42d4adddbe,ok,3,58.2
extraction,EXT-13-6bab7ef558fa,ok,1,null
extraction,EXT-13-6bab7ef558fa,ok,2,null
extraction,EXT-13-6bab7ef558fa,ok,3,null
extraction,EXT-13-72e627ff407f,ok,1,null
extraction,EXT-13-72e627ff407f,ok,2,null
extraction,EXT-13-72e627ff407f,ok,3,null
extraction,EXT-13-84599ad5a7a5,ok,1,null
extraction,EXT-13-84599ad5a7a5,ok,2,null
extraction,EXT-13-84599ad5a7a5,ok,3,null
extraction,EXT-13-985b94c92c59,ok,1,null
extraction,EXT-13-985b94c92c59,ok,2,null
extraction,EXT-13-985b94c92c59,ok,3,null
extraction,EXT-13-99c03b3b0211,ok,1,null
extraction,EXT-13-99c03b3b0211,ok,2,null
extraction,EXT-13-99c03b3b0211,ok,3,null
extraction,EXT-13-9d95646de3e5,ok,1,"""No-Take Zone (NTZ)"""
extraction,EXT-13-9d95646de3e5,ok,2,"""No-Take Zone (NTZ)"""
extraction,EXT-13-9d95646de3e5,ok,3,"""Marine Reserve (initially a multiple-use MPA allowing small-scale fishing (SSF); later functioned as and was upgraded to a No-Take Zone (NTZ))"""
extraction,EXT-13-b4e0206fbe64,ok,1,"""Sanctuary (no-take), Protected (restricted fishing/SCUBA), Open (unprotected)"""
extraction,EXT-13-b4e0206fbe64,ok,2,"""Sanctuary; Protected; Open"""
extraction,EXT-13-b4e0206fbe64,ok,3,"""Sanctuary; Protected; Open"""
extraction,EXT-13-b62971451c82,ok,1,null
extraction,EXT-13-b62971451c82,ok,2,"""marine protected area (MPA)"""
extraction,EXT-13-b62971451c82,ok,3,"""marine protected area (MPA)"""
extraction,EXT-13-bed2f2aee74a,ok,1,22.0
extraction,EXT-13-bed2f2aee74a,ok,2,22.0
extraction,EXT-13-bed2f2aee74a,ok,3,22.0
extraction,EXT-13-c27da32e28f1,ok,1,2.5
extraction,EXT-13-c27da32e28f1,ok,2,2.5
extraction,EXT-13-c27da32e28f1,ok,3,2.5
extraction,EXT-13-d2f1fa5a74e6,ok,1,5.0
extraction,EXT-13-d2f1fa5a74e6,ok,2,5.0
extraction,EXT-13-d2f1fa5a74e6,ok,3,5.0
extraction,EXT-13-e427bc9cb851,ok,1,7.0
extraction,EXT-13-e427bc9cb851,ok,2,7.0
extraction,EXT-13-e427bc9cb851,ok,3,7.0
extraction,EXT-13-e9844e4248b3,ok,1,null
extraction,EXT-13-e9844e4248b3,ok,2,null
extraction,EXT-13-e9844e4248b3,ok,3,null
extraction,EXT-13-ef8ea24745b3,ok,1,null
extraction,EXT-13-ef8ea24745b3,ok,2,null
extraction,EXT-13-ef8ea24745b3,ok,3,null
extraction,EXT-13-f2a7b7525688,ok,1,"""Australia"""
extraction,EXT-13-f2a7b7525688,ok,2,null
extraction,EXT-13-f2a7b7525688,ok,3,"""Australia"""
extraction,EXT-14-037639bc7ee0,ok,1,"""17, 32, 52, 54"""
extraction,EXT-14-037639bc7ee0,ok,2,"""17, 32, 52, 54"""
extraction,EXT-14-037639bc7ee0,ok,3,"""17 and 32"""
extraction,EXT-14-09112dbd8a40,ok,1,132.2
extraction,EXT-14-09112dbd8a40,ok,2,132.2
extraction,EXT-14-09112dbd8a40,ok,3,132.2
extraction,EXT-14-107b5179d890,ok,1,"""Sub-tropical broadleaved Monotheca buxifolia forest"""
extraction,EXT-14-107b5179d890,ok,2,"""sub-tropical broadleaved (Monotheca buxifolia) forest"""
extraction,EXT-14-107b5179d890,ok,3,"""sub-tropical broadleaved forest (Monotheca buxifolia-dominated)"""
extraction,EXT-14-157bec51e39c,ok,1,"""urban forest"""
extraction,EXT-14-157bec51e39c,ok,2,"""urban forest"""
extraction,EXT-14-157bec51e39c,ok,3,"""urban forest"""
extraction,EXT-14-1956edb69d16,ok,1,"""short rotation coppice (SRC) willow"""
extraction,EXT-14-1956edb69d16,ok,2,"""Short rotation coppice (SRC) willow and Miscanthus (biomass crops)"""
extraction,EXT-14-1956edb69d16,ok,3,"""short rotation coppice (SRC) willow and Miscanthus"""
extraction,EXT-14-1cb256838a6e,ok,1,null
extraction,EXT-14-1cb256838a6e,ok,2,null
extraction,EXT-14-1cb256838a6e,ok,3,null
extraction,EXT-14-348eb75474fc,ok,1,"""PSNP area closures (rehabilitated area closures) and agroforestry systems (woodlots, Enset- and Coffee-based agroforestry, scattered trees on farms)"""
extraction,EXT-14-348eb75474fc,ok,2,"""Area closures (PSNP area closures)"""
extraction,EXT-14-348eb75474fc,ok,3,"""PSNP area closures and agroforestry systems (woodlots; Enset- and Coffee-based agroforestry; scattered trees on farms)"""
extraction,EXT-14-3ae48a139e8f,ok,1,null
extraction,EXT-14-3ae48a139e8f,ok,2,null
extraction,EXT-14-3ae48a139e8f,ok,3,null
extraction,EXT-14-3c09be6839c7,ok,1,15.0
extraction,EXT-14-3c09be6839c7,ok,2,15.0
extraction,EXT-14-3c09be6839c7,ok,3,15.0
extraction,EXT-14-40edf42d411c,ok,1,null
extraction,EXT-14-40edf42d411c,ok,2,null
extraction,EXT-14-40edf42d411c,ok,3,null
extraction,EXT-14-6665c6471cb4,ok,1,null
extraction,EXT-14-6665c6471cb4,ok,2,null
extraction,EXT-14-6665c6471cb4,ok,3,null
extraction,EXT-14-68afff46a0bd,ok,1,5.0
extraction,EXT-14-68afff46a0bd,ok,2,5.0
extraction,EXT-14-68afff46a0bd,ok,3,5.0
extraction,EXT-14-6bec6f7a19a4,ok,1,"""14, 24, 26"""
extraction,EXT-14-6bec6f7a19a4,ok,2,"""14, 24, 26"""
extraction,EXT-14-6bec6f7a19a4,ok,3,"""14, 24, 26"""
extraction,EXT-14-730af180e854,ok,1,"""Cross-sectional observational field study"""
extraction,EXT-14-730af180e854,ok,2,"""Cross-sectional observational (field) study"""
extraction,EXT-14-730af180e854,ok,3,"""Cross-sectional observational field study (forest carbon stock assessment)"""
extraction,EXT-14-7577e10e6c56,ok,1,"""Allometric equation/model development (field-based observational study)"""
extraction,EXT-14-7577e10e6c56,ok,2,"""Allometric equation development (field-based observational modeling study)"""
extraction,EXT-14-7577e10e6c56,ok,3,"""Allometric equation development (model development / observational field study)"""
extraction,EXT-14-76092955e58c,ok,1,"""Cross-sectional observational study (field sampling)"""
extraction,EXT-14-76092955e58c,ok,2,"""Cross-sectional observational study"""
extraction,EXT-14-76092955e58c,ok,3,"""Observational field study (cross-sectional) with allometric model development"""
extraction,EXT-14-7b3b12cd6bcf,ok,1,"""Italy"""
extraction,EXT-14-7b3b12cd6bcf,ok,2,"""Italy"""
extraction,EXT-14-7b3b12cd6bcf,ok,3,"""Italy"""
extraction,EXT-14-7dfbf04778f0,ok,1,40.0
extraction,EXT-14-7dfbf04778f0,ok,2,40.0
extraction,EXT-14-7dfbf04778f0,ok,3,40.0
extraction,EXT-14-81ee3b234010,ok,1,"""4-24 years"""
extraction,EXT-14-81ee3b234010,ok,2,"""4-24"""
extraction,EXT-14-81ee3b234010,ok,3,"""4-24 years"""
extraction,EXT-14-858ae4d840c7,ok,1,50.0
extraction,EXT-14-858ae4d840c7,ok,2,50.0
extraction,EXT-14-858ae4d840c7,ok,3,50.0
extraction,EXT-14-85ec11119bc1,ok,1,"""100–150"""
extraction,EXT-14-85ec11119bc1,ok,2,"""100-150"""
extraction,EXT-14-85ec11119bc1,ok,3,"""100-150"""
extraction,EXT-14-892ed608ac71,ok,1,null
extraction,EXT-14-892ed608ac71,ok,2,null
extraction,EXT-14-892ed608ac71,ok,3,32.0
extraction,EXT-14-8ba996adcb41,ok,1,null
extraction,EXT-14-8ba996adcb41,ok,2,null
extraction,EXT-14-8ba996adcb41,ok,3,null
extraction,EXT-14-9532d35f18ff,ok,1,"""China"""
extraction,EXT-14-9532d35f18ff,ok,2,"""China"""
extraction,EXT-14-9532d35f18ff,ok,3,"""China"""
extraction,EXT-14-958fd6e3d66d,ok,1,null
extraction,EXT-14-958fd6e3d66d,ok,2,null
extraction,EXT-14-958fd6e3d66d,ok,3,null
extraction,EXT-14-a66284ae6d2c,ok,1,null
extraction,EXT-14-a66284ae6d2c,ok,2,null
extraction,EXT-14-a66284ae6d2c,ok,3,null
extraction,EXT-14-acb045da4d03,ok,1,"""10, 15, 20"""
extraction,EXT-14-acb045da4d03,ok,2,"""10, 15, 20"""
extraction,EXT-14-acb045da4d03,ok,3,"""10, 15, 20"""
extraction,EXT-14-af9581228860,ok,1,null
extraction,EXT-14-af9581228860,ok,2,null
extraction,EXT-14-af9581228860,ok,3,null
extraction,EXT-14-afdbefff7d51,ok,1,14.8
extraction,EXT-14-afdbefff7d51,ok,2,14.8
extraction,EXT-14-afdbefff7d51,ok,3,14.8
extraction,EXT-14-b56a9bce2f37,ok,1,"""Cross-sectional observational (field) study"""
extraction,EXT-14-b56a9bce2f37,ok,2,"""Observational field study (cross-sectional) with destructive sampling and regression modelling"""
extraction,EXT-14-b56a9bce2f37,ok,3,"""Field-based observational (cross-sectional) study with allometric equation development"""
extraction,EXT-14-b682e5264abb,ok,1,"""plantation"""
extraction,EXT-14-b682e5264abb,ok,2,"""Plantation"""
extraction,EXT-14-b682e5264abb,ok,3,"""plantation trees"""
extraction,EXT-14-b6f14e98468e,ok,1,"""Cross-sectional observational study (household survey with satellite image analysis and forest inventory)"""
extraction,EXT-14-b6f14e98468e,ok,2,"""Cross-sectional observational study (household survey with satellite imagery and forest inventory)"""
extraction,EXT-14-b6f14e98468e,ok,3,"""Cross-sectional observational study (household survey with satellite image analysis and forest inventory)"""
extraction,EXT-14-ba3ec38c7087,ok,1,500.0
extraction,EXT-14-ba3ec38c7087,ok,2,500.0
extraction,EXT-14-ba3ec38c7087,ok,3,500.0
extraction,EXT-14-c02433a3c99b,ok,1,41.0
extraction,EXT-14-c02433a3c99b,ok,2,41.0
extraction,EXT-14-c02433a3c99b,ok,3,41.0
extraction,EXT-14-c401d91ee367,ok,1,"""115.6 to 238.7 tC/ha"""
extraction,EXT-14-c401d91ee367,ok,2,"""≈116–239 tC/ha (range derived from 230–475 Tg C ÷ 1.99 million ha: 230 Tg/1.99 Mha = 115.6 tC/ha; 475 Tg/1.99 Mha = 238.7 tC/ha)"""
extraction,EXT-14-c401d91ee367,ok,3,"""115.6 to 238.7 tC/ha"""
extraction,EXT-14-c8ded06db996,ok,1,5.0
extraction,EXT-14-c8ded06db996,ok,2,5.0
extraction,EXT-14-c8ded06db996,ok,3,5.0
extraction,EXT-14-c8fdf712e9cf,ok,1,100.0
extraction,EXT-14-c8fdf712e9cf,ok,2,100.0
extraction,EXT-14-c8fdf712e9cf,ok,3,100.0
extraction,EXT-14-cbba59f80388,ok,1,"""Cross-sectional observational field study (comparative study of five mangrove plantations)"""
extraction,EXT-14-cbba59f80388,ok,2,"""cross-sectional observational field study (comparative study of five mangrove plantations)"""
extraction,EXT-14-cbba59f80388,ok,3,"""cross-sectional comparative field study"""
extraction,EXT-14-cdbfa84f4e5f,ok,1,"""1-30"""
extraction,EXT-14-cdbfa84f4e5f,ok,2,"""1-30"""
extraction,EXT-14-cdbfa84f4e5f,ok,3,"""1-30"""
extraction,EXT-14-d45aff28ffe2,ok,1,"""Brazilian Atlantic Forest (active restoration)"""
extraction,EXT-14-d45aff28ffe2,ok,2,"""Brazilian Atlantic Forest"""
extraction,EXT-14-d45aff28ffe2,ok,3,"""Restored Brazilian Atlantic Forest (active restoration with planted native trees)"""
extraction,EXT-14-f72ded4e9eac,ok,1,"""Plot-based observational field study (vegetation/forest inventory / cross-sectional ecological survey)"""
extraction,EXT-14-f72ded4e9eac,ok,2,"""Plot-based observational field survey (one-hectare vegetation plot)"""
extraction,EXT-14-f72ded4e9eac,ok,3,"""Plot-based observational field study (forest inventory / cross-sectional survey)"""
extraction,EXT-14-f89784e2e5a4,ok,1,"""revegetation (Grain-for-Green reforestation/afforestation)"""
extraction,EXT-14-f89784e2e5a4,ok,2,"""forest expansion (revegetation/afforestation via the Grain-for-Green Project)"""
extraction,EXT-14-f89784e2e5a4,ok,3,"""revegetation/afforestation (Grain-for-Green Project)"""
extraction,EXT-14-fb351eaabfd5,ok,1,"""Field-based observational study (allometric equation development and validation via tree harvest)"""
extraction,EXT-14-fb351eaabfd5,ok,2,"""Observational field study (allometric equation development and validation)"""
extraction,EXT-14-fb351eaabfd5,ok,3,"""Observational cross-sectional study (field-based model development and validation of allometric equations)"""
extraction,EXT-14-fb3b4e5e4332,ok,1,"""40 clumps and 86 culms"""
extraction,EXT-14-fb3b4e5e4332,ok,2,"""40 clumps; 86 culms"""
extraction,EXT-14-fb3b4e5e4332,ok,3,"""40 clumps and 86 culms"""
extraction,EXT-14-ff0d87e44769,ok,1,null
extraction,EXT-14-ff0d87e44769,ok,2,null
extraction,EXT-14-ff0d87e44769,ok,3,null
extraction,EXT-15-147d6ebe18a4,ok,1,"""Cross-sectional study"""
extraction,EXT-15-147d6ebe18a4,ok,2,"""Cross-sectional study (cross-sectional analysis of survey data)"""
extraction,EXT-15-147d6ebe18a4,ok,3,"""Cross-sectional study (cross-sectional analysis of survey data)"""
extraction,EXT-15-159639e2c2fa,ok,1,-0.01
extraction,EXT-15-159639e2c2fa,ok,2,-0.25
extraction,EXT-15-159639e2c2fa,ok,3,-0.01
extraction,EXT-15-316ed0ad0fc7,ok,1,"""Prolonged hospitalization; ICU admission (including ICU transfer and requirement for mechanical ventilation); Death (mortality); Poor/bad prognosis"""
extraction,EXT-15-316ed0ad0fc7,ok,2,"""ICU admission/transfer, need for mechanical ventilation, prolonged hospitalization, death (poor/bad prognosis)"""
extraction,EXT-15-316ed0ad0fc7,ok,3,"""Prolonged hospitalization; ICU admission (including mechanical ventilation); death (mortality)"""
extraction,EXT-15-40fc078ba781,ok,1,"""195 countries and territories (global)"""
extraction,EXT-15-40fc078ba781,ok,2,"""195 countries and territories"""
extraction,EXT-15-40fc078ba781,ok,3,"""195 countries and territories"""
extraction,EXT-15-465dc85e440c,ok,1,null
extraction,EXT-15-465dc85e440c,ok,2,null
extraction,EXT-15-465dc85e440c,ok,3,null
extraction,EXT-15-511c66cdbef0,ok,1,-7.8
extraction,EXT-15-511c66cdbef0,ok,2,-4.5
extraction,EXT-15-511c66cdbef0,ok,3,-7.8
extraction,EXT-15-5f1cffb1055d,ok,1,null
extraction,EXT-15-5f1cffb1055d,ok,2,null
extraction,EXT-15-5f1cffb1055d,ok,3,null
extraction,EXT-15-68963c5ac337,ok,1,"""Global (worldwide; Global Burden of Disease study covering multiple regions/super-regions)"""
extraction,EXT-15-68963c5ac337,ok,2,null
extraction,EXT-15-68963c5ac337,ok,3,null
extraction,EXT-15-6dcf0168cb93,ok,1,null
extraction,EXT-15-6dcf0168cb93,ok,2,null
extraction,EXT-15-6dcf0168cb93,ok,3,null
extraction,EXT-15-6fbfded7c1aa,ok,1,"""Bacteriologically confirmed tuberculosis (active TB)"""
extraction,EXT-15-6fbfded7c1aa,ok,2,"""bacteriologically confirmed tuberculosis (TB)"""
extraction,EXT-15-6fbfded7c1aa,ok,3,"""Bacteriologically confirmed tuberculosis (active TB)"""
extraction,EXT-15-72b55efbb866,ok,1,null
extraction,EXT-15-72b55efbb866,ok,2,null
extraction,EXT-15-72b55efbb866,ok,3,null
extraction,EXT-15-831fa6efbd73,ok,1,null
extraction,EXT-15-831fa6efbd73,ok,2,null
extraction,EXT-15-831fa6efbd73,ok,3,null
extraction,EXT-15-8380b3b46a39,ok,1,1.68
extraction,EXT-15-8380b3b46a39,ok,2,1.68
extraction,EXT-15-8380b3b46a39,ok,3,1.68
extraction,EXT-15-8824f6d4b64e,ok,1,"""Solomon Islands; Vanuatu; Afghanistan; Philippines; Zimbabwe; Lesotho; Somalia"""
extraction,EXT-15-8824f6d4b64e,ok,2,"""Solomon Islands, Vanuatu, Afghanistan, Philippines, Zimbabwe, Lesotho, Somalia"""
extraction,EXT-15-8824f6d4b64e,ok,3,"""Solomon Islands; Vanuatu; Afghanistan; Philippines; Zimbabwe; Lesotho; Somalia"""
extraction,EXT-15-8a621118aa9c,ok,1,"""Acute respiratory infection; Diarrhoea; Infant mortality rate (IMR); Under-5 mortality rate (U5MR)"""
extraction,EXT-15-8a621118aa9c,ok,2,"""Acute respiratory infection; Diarrhoea; Infant mortality rate (IMR); Under-5 mortality rate (U5MR)"""
extraction,EXT-15-8a621118aa9c,ok,3,"""acute respiratory infection; diarrhoea; infant mortality rate (IMR); under-5 mortality rate (U5MR)"""
extraction,EXT-15-a2dac623294f,ok,1,null
extraction,EXT-15-a2dac623294f,ok,2,null
extraction,EXT-15-a2dac623294f,ok,3,null
extraction,EXT-15-ab8bf548a7bf,ok,1,"""Total mortality; Respiratory mortality; Cardiovascular mortality; Total hospitalization rate; Respiratory hospitalization rate"""
extraction,EXT-15-ab8bf548a7bf,ok,2,"""Total mortality; Respiratory mortality; Cardiovascular mortality; Total hospitalization rates; Respiratory hospitalization rates"""
extraction,EXT-15-ab8bf548a7bf,ok,3,"""Total mortality; respiratory mortality; cardiovascular mortality; total hospitalization rate; respiratory hospitalization rate"""
extraction,EXT-15-c60e7d44161e,ok,1,8.9
extraction,EXT-15-c60e7d44161e,ok,2,8.9
extraction,EXT-15-c60e7d44161e,ok,3,8.9
