sample_id,case_id,field_name,field_class,declared_type,selection_probability
EXT-10-a37c258e1c98,10,study_design,categorical,categorical,0.0070921985815602835
EXT-10-40942d6ce984,10,outcome_measure,categorical,categorical,0.0070921985815602835
EXT-10-215dddd8d3a7,10,outcome_measure,categorical,categorical,0.0070921985815602835
EXT-10-5b95b9e2cf17,10,education_level,categorical,categorical,0.0070921985815602835
EXT-10-1e9db67f1aa0,10,outcome_measure,categorical,categorical,0.0070921985815602835
EXT-10-6f929c8c5233,10,game_type,categorical,categorical,0.0070921985815602835
EXT-10-00c853daffd5,10,outcome_measure,categorical,categorical,0.0070921985815602835
EXT-10-3abd3a15cb75,10,study_design,categorical,categorical,0.0070921985815602835
EXT-10-2185941d4cab,10,game_type,categorical,categorical,0.8333333333333334
EXT-10-798447b46315,10,outcome_measure,categorical,categorical,0.8333333333333334
EXT-10-0ab5d484e4fc,10,outcome_measure,categorical,categorical,0.8333333333333334
EXT-10-56209e82670a,10,education_level,categorical,categorical,0.8333333333333334
EXT-10-22d6e5008fd3,10,education_level,categorical,categorical,0.8333333333333334
EXT-10-bdd697357a06,10,outcome_measure,categorical,categorical,0.8333333333333334
EXT-10-a7403e725a2d,10,country,categorical,categorical,0.8333333333333334
EXT-10-cb19e90865dd,10,game_type,categorical,categorical,0.8333333333333334
EXT-10-3b388c5e1659,10,game_type,categorical,categorical,0.8333333333333334
EXT-10-e4a8b6922e0a,10,outcome_measure,categorical,categorical,0.8333333333333334
EXT-10-297c527e1814,10,education_level,categorical,categorical,1.0
EXT-10-082fec0a07ba,10,study_design,categorical,categorical,1.0
EXT-10-8e1f69f237f0,10,education_level,categorical,categorical,1.0
EXT-10-e2dcf141c17c,10,country,categorical,categorical,1.0
EXT-10-7d2f5988a31d,10,country,categorical,categorical,1.0
EXT-10-c108881af85c,10,education_level,categorical,categorical,1.0
EXT-10-fcbde872081f,10,study_design,categorical,categorical,1.0
EXT-10-3a5d77ddd5fe,10,education_level,categorical,categorical,1.0
EXT-10-b7c77a819ccc,10,country,categorical,categorical,1.0
EXT-10-8448c06d9859,10,country,categorical,categorical,1.0
EXT-10-e48de936c22f,10,country,categorical,categorical,1.0
EXT-10-b64d764b913c,10,study_design,categorical,categorical,0.02967359050445104
EXT-10-efbd0de23ab3,10,country,categorical,categorical,0.02967359050445104
EXT-10-5dfe3747c6fb,10,country,categorical,categorical,0.02967359050445104
EXT-10-b325da68c502,10,country,categorical,categorical,0.02967359050445104
EXT-10-028389a44e75,10,study_design,categorical,categorical,0.02967359050445104
EXT-10-411c07a7c4d8,10,country,categorical,categorical,0.02967359050445104
EXT-10-7758c4944885,10,country,categorical,categorical,0.02967359050445104
EXT-10-bf7d3793fce6,10,country,categorical,categorical,0.02967359050445104
EXT-10-d642da85e3a9,10,country,categorical,categorical,0.02967359050445104
EXT-10-e2a1b70d436d,10,country,categorical,categorical,0.02967359050445104
EXT-10-fc7b8db415f5,10,sample_size,potentially_synthesis_critical,numeric,0.04201680672268908
EXT-10-05d2f9f8c032,10,sample_size,potentially_synthesis_critical,numeric,0.04201680672268908
EXT-10-9b3e6341f113,10,sample_size,potentially_synthesis_critical,numeric,0.04201680672268908
EXT-10-d55863b555f5,10,sample_size,potentially_synthesis_critical,numeric,0.04201680672268908
EXT-10-8127225c8bbc,10,sample_size,potentially_synthesis_critical,numeric,0.04201680672268908
EXT-10-622697b543a4,10,sample_size,potentially_synthesis_critical,numeric,0.04201680672268908
EXT-10-1ef9de2b2af3,10,sample_size,potentially_synthesis_critical,numeric,0.04201680672268908
EXT-10-d3e295b9f64f,10,sample_size,potentially_synthesis_critical,numeric,0.04201680672268908
EXT-10-3ead7cd8d8be,10,effect_size,potentially_synthesis_critical,numeric,0.04201680672268908
EXT-10-c3ca0a2930dd,10,sample_size,potentially_synthesis_critical,numeric,0.04201680672268908
EXT-10-90e249fa81aa,10,effect_size,potentially_synthesis_critical,numeric,1.0
EXT-10-df72d5ee125e,10,ci_upper,potentially_synthesis_critical,numeric,1.0
EXT-10-72594eab9005,10,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-10-68a560ffd9c5,10,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-10-fa84d21251d7,10,ci_lower,potentially_synthesis_critical,numeric,1.0
EXT-10-4d66a63ca2d1,10,sample_size,potentially_synthesis_critical,numeric,0.008525149190110827
EXT-10-ba4a40ddf967,10,ci_lower,potentially_synthesis_critical,numeric,0.008525149190110827
EXT-10-1ccd1ae0590c,10,effect_size,potentially_synthesis_critical,numeric,0.008525149190110827
EXT-10-678548eb2065,10,effect_size,potentially_synthesis_critical,numeric,0.008525149190110827
EXT-10-f0f98e074531,10,sample_size,potentially_synthesis_critical,numeric,0.008525149190110827
EXT-10-5e22bff36fc5,10,ci_upper,potentially_synthesis_critical,numeric,0.008525149190110827
EXT-10-ce47ab91b495,10,sample_size,potentially_synthesis_critical,numeric,0.008525149190110827
EXT-10-0074d09a3a0f,10,ci_lower,potentially_synthesis_critical,numeric,0.008525149190110827
EXT-10-e05c61124201,10,ci_lower,potentially_synthesis_critical,numeric,0.008525149190110827
EXT-10-ae1ee4ee0331,10,ci_upper,potentially_synthesis_critical,numeric,0.008525149190110827
EXT-11-823c71634bd7,11,school_level,categorical,categorical,0.01697792869269949
EXT-11-535945dfd225,11,study_design,categorical,categorical,0.01697792869269949
EXT-11-a2fe300347fb,11,study_design,categorical,categorical,0.01697792869269949
EXT-11-ab36ce874f21,11,country,categorical,categorical,0.01697792869269949
EXT-11-3a5b073a43eb,11,school_level,categorical,categorical,0.01697792869269949
EXT-11-52156f8be423,11,country,categorical,categorical,0.01697792869269949
EXT-11-6e1b3105353e,11,country,categorical,categorical,0.01697792869269949
EXT-11-c4802ef351c4,11,school_level,categorical,categorical,0.01697792869269949
EXT-11-c4d1e3fd1d7e,11,study_design,categorical,categorical,0.01697792869269949
EXT-11-bd214d5f2b40,11,school_level,categorical,categorical,0.01697792869269949
EXT-11-2383a5deebe6,11,country,categorical,categorical,0.7692307692307693
EXT-11-227fef8d99ef,11,school_level,categorical,categorical,0.7692307692307693
EXT-11-91ff825c8cea,11,country,categorical,categorical,0.7692307692307693
EXT-11-531b7ec008a0,11,country,categorical,categorical,0.7692307692307693
EXT-11-3daec9e37e26,11,school_level,categorical,categorical,0.7692307692307693
EXT-11-98491da8661f,11,school_level,categorical,categorical,0.7692307692307693
EXT-11-66387b9affa4,11,school_level,categorical,categorical,0.7692307692307693
EXT-11-f9e12f544e58,11,school_level,categorical,categorical,0.7692307692307693
EXT-11-25b80c04435b,11,country,categorical,categorical,0.7692307692307693
EXT-11-aba4d0a436ae,11,school_level,categorical,categorical,0.7692307692307693
EXT-11-819c5240b652,11,study_design,categorical,categorical,1.0
EXT-11-ca3b1004c2a4,11,study_design,categorical,categorical,1.0
EXT-11-687233112cc5,11,country,categorical,categorical,1.0
EXT-11-7c7ab04fe610,11,school_level,categorical,categorical,1.0
EXT-11-a092a415678a,11,study_design,categorical,categorical,1.0
EXT-11-4d585119af47,11,study_design,categorical,categorical,1.0
EXT-11-9da6e01c8726,11,study_design,categorical,categorical,1.0
EXT-11-f0375d762831,11,country,categorical,categorical,0.06666666666666667
EXT-11-523c1a7480d0,11,country,categorical,categorical,0.06666666666666667
EXT-11-08e8e6ae3731,11,school_level,categorical,categorical,0.06666666666666667
EXT-11-0ec173167d14,11,school_level,categorical,categorical,0.06666666666666667
EXT-11-ea1bd172f3e4,11,country,categorical,categorical,0.06666666666666667
EXT-11-c5ab59574151,11,country,categorical,categorical,0.06666666666666667
EXT-11-e81b2576af1c,11,study_design,categorical,categorical,0.06666666666666667
EXT-11-1435f356ecc7,11,country,categorical,categorical,0.06666666666666667
EXT-11-f213ba6962ed,11,school_level,categorical,categorical,0.06666666666666667
EXT-11-fe84739e9b63,11,school_level,categorical,categorical,0.06666666666666667
EXT-11-1b5e98c46584,11,effect_size,potentially_synthesis_critical,numeric,0.059880239520958084
EXT-11-f34a53027bcc,11,sample_size,potentially_synthesis_critical,numeric,0.059880239520958084
EXT-11-2d4c59706e6b,11,sample_size,potentially_synthesis_critical,numeric,0.059880239520958084
EXT-11-1aae41cdb9ae,11,sample_size,potentially_synthesis_critical,numeric,0.059880239520958084
EXT-11-a942f9fb8e3c,11,class_size_control,potentially_synthesis_critical,numeric,0.059880239520958084
EXT-11-a1b2f8e9821d,11,sample_size,potentially_synthesis_critical,numeric,0.059880239520958084
EXT-11-251805ff0958,11,class_size_treatment,potentially_synthesis_critical,numeric,0.059880239520958084
EXT-11-b0a431a9ae20,11,class_size_treatment,potentially_synthesis_critical,numeric,0.059880239520958084
EXT-11-f67e748b299d,11,sample_size,potentially_synthesis_critical,numeric,0.059880239520958084
EXT-11-86f20a31f0b5,11,class_size_control,potentially_synthesis_critical,numeric,0.059880239520958084
EXT-11-6c3759baf190,11,class_size_treatment,potentially_synthesis_critical,numeric,1.0
EXT-11-22cb7e3dbec0,11,class_size_control,potentially_synthesis_critical,numeric,1.0
EXT-11-95c992c6b98f,11,class_size_control,potentially_synthesis_critical,numeric,1.0
EXT-11-00fea0b866cc,11,class_size_treatment,potentially_synthesis_critical,numeric,1.0
EXT-11-5888ae6f6a86,11,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-11-f9df6835e06d,11,effect_size,potentially_synthesis_critical,numeric,1.0
EXT-11-ba8b72e2f6fb,11,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-11-4c9dacd50cb9,11,class_size_control,potentially_synthesis_critical,numeric,0.00744047619047619
EXT-11-326a8355ca88,11,effect_size,potentially_synthesis_critical,numeric,0.00744047619047619
EXT-11-d6af1b5d432a,11,class_size_treatment,potentially_synthesis_critical,numeric,0.00744047619047619
EXT-11-999a24dbbec0,11,effect_size,potentially_synthesis_critical,numeric,0.00744047619047619
EXT-11-595de35914f9,11,class_size_treatment,potentially_synthesis_critical,numeric,0.00744047619047619
EXT-11-0f5b06e748c0,11,effect_size,potentially_synthesis_critical,numeric,0.00744047619047619
EXT-11-8994ce252f29,11,class_size_control,potentially_synthesis_critical,numeric,0.00744047619047619
EXT-11-a2568b844f27,11,ci_lower,potentially_synthesis_critical,numeric,0.00744047619047619
EXT-11-ad1d703987d7,11,ci_upper,potentially_synthesis_critical,numeric,0.00744047619047619
EXT-11-78c03ea094f3,11,ci_upper,potentially_synthesis_critical,numeric,0.00744047619047619
EXT-12-09a18bdda4eb,12,use_case,categorical,categorical,0.0013728720483250961
EXT-12-faf2737a66d6,12,country,categorical,categorical,0.0013728720483250961
EXT-12-0fa0166c1ad5,12,outcome_direction,categorical,categorical,0.0013728720483250961
EXT-12-3d2d2fbd61f6,12,discipline,categorical,categorical,0.0013728720483250961
EXT-12-a4ca9368a4db,12,discipline,categorical,categorical,0.0013728720483250961
EXT-12-db51f4f8c740,12,use_case,categorical,categorical,0.0013728720483250961
EXT-12-39f4efbf68f9,12,study_design,categorical,categorical,0.0013728720483250961
EXT-12-4937ce419578,12,discipline,categorical,categorical,0.0013728720483250961
EXT-12-8e1d839c7646,12,outcome_direction,categorical,categorical,0.0013728720483250961
EXT-12-8e51a3d8c411,12,llm_tool,categorical,categorical,0.0013728720483250961
EXT-12-77e1b752021d,12,use_case,categorical,categorical,0.2564102564102564
EXT-12-171e1b137af3,12,outcome_direction,categorical,categorical,0.2564102564102564
EXT-12-42384d9c69ca,12,country,categorical,categorical,0.2564102564102564
EXT-12-cd3bc8c073e5,12,llm_tool,categorical,categorical,0.2564102564102564
EXT-12-eb0d18d84b1b,12,llm_tool,categorical,categorical,0.2564102564102564
EXT-12-e461b98d45bd,12,llm_tool,categorical,categorical,0.2564102564102564
EXT-12-fab95e79d9fe,12,outcome_direction,categorical,categorical,0.2564102564102564
EXT-12-0897a523098e,12,outcome_direction,categorical,categorical,0.2564102564102564
EXT-12-98877c778b58,12,discipline,categorical,categorical,0.2564102564102564
EXT-12-bc55cd4a185b,12,llm_tool,categorical,categorical,0.2564102564102564
EXT-12-b7b8ac99a9de,12,study_design,categorical,categorical,0.14492753623188406
EXT-12-ac3b92318306,12,outcome_direction,categorical,categorical,0.14492753623188406
EXT-12-22978d43abb7,12,outcome_direction,categorical,categorical,0.14492753623188406
EXT-12-4d0834081ad1,12,discipline,categorical,categorical,0.14492753623188406
EXT-12-512519cf7be1,12,study_design,categorical,categorical,0.14492753623188406
EXT-12-0c1f23ce4ea5,12,outcome_direction,categorical,categorical,0.14492753623188406
EXT-12-9e9143ebf96d,12,country,categorical,categorical,0.14492753623188406
EXT-12-e763a37e33c8,12,study_design,categorical,categorical,0.14492753623188406
EXT-12-a5ce35486f2b,12,country,categorical,categorical,0.14492753623188406
EXT-12-65c68ded89f2,12,outcome_direction,categorical,categorical,0.14492753623188406
EXT-12-5e7eed8b42ea,12,country,categorical,categorical,1.0
EXT-12-dfaa7218c58c,12,country,categorical,categorical,1.0
EXT-12-7a7ce037f599,12,country,categorical,categorical,1.0
EXT-12-d4b46154555e,12,country,categorical,categorical,1.0
EXT-12-a717045a9683,12,country,categorical,categorical,1.0
EXT-12-3dfb679dde2d,12,country,categorical,categorical,1.0
EXT-12-5dadae01525f,12,country,categorical,categorical,1.0
EXT-12-211c2f267dc1,12,country,categorical,categorical,1.0
EXT-12-31fb641b4af9,12,study_design,categorical,categorical,0.003424657534246575
EXT-12-215503264b54,12,outcome_direction,categorical,categorical,0.003424657534246575
EXT-12-594a7e375b84,12,study_design,categorical,categorical,0.003424657534246575
EXT-12-4f2f0b9dec0c,12,outcome_direction,categorical,categorical,0.003424657534246575
EXT-12-0c5535f013fa,12,discipline,categorical,categorical,0.003424657534246575
EXT-12-09b8d221029a,12,country,categorical,categorical,0.003424657534246575
EXT-12-0545e777d6d9,12,outcome_direction,categorical,categorical,0.003424657534246575
EXT-12-b88632477ec6,12,use_case,categorical,categorical,0.003424657534246575
EXT-12-48354fc8ce84,12,study_design,categorical,categorical,0.003424657534246575
EXT-12-6bd37a0e6ef1,12,country,categorical,categorical,0.003424657534246575
EXT-12-b6045fcb37a2,12,sample_size,potentially_synthesis_critical,numeric,0.01692047377326565
EXT-12-35a5aeb1642d,12,sample_size,potentially_synthesis_critical,numeric,0.01692047377326565
EXT-12-32686e65be5f,12,sample_size,potentially_synthesis_critical,numeric,0.01692047377326565
EXT-12-5fb541a60674,12,sample_size,potentially_synthesis_critical,numeric,0.01692047377326565
EXT-12-4ecdd76e0f9f,12,sample_size,potentially_synthesis_critical,numeric,0.01692047377326565
EXT-12-7bdcec00c1a0,12,sample_size,potentially_synthesis_critical,numeric,0.01692047377326565
EXT-12-05744a0db4bb,12,sample_size,potentially_synthesis_critical,numeric,0.01692047377326565
EXT-12-9496e43a54a6,12,sample_size,potentially_synthesis_critical,numeric,0.01692047377326565
EXT-12-b662a9a10d90,12,sample_size,potentially_synthesis_critical,numeric,0.01692047377326565
EXT-12-a686473625ee,12,sample_size,potentially_synthesis_critical,numeric,0.01692047377326565
EXT-12-c70ce9d972d1,12,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-12-cd382e3f2ed9,12,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-12-5374d3401c6d,12,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-12-be1fc3c51ec2,12,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-12-c6aaa4e112eb,12,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-12-7f3c8b6c4912,12,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-12-694c78fe48c3,12,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-12-239ec1752593,12,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-12-c8421d5934d9,12,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-12-1ff337394679,12,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-12-123ff65fbbe7,12,sample_size,potentially_synthesis_critical,numeric,0.1111111111111111
EXT-12-afe7fde635dc,12,sample_size,potentially_synthesis_critical,numeric,0.1111111111111111
EXT-12-e9bad987592d,12,sample_size,potentially_synthesis_critical,numeric,0.1111111111111111
EXT-12-29b504af6c96,12,sample_size,potentially_synthesis_critical,numeric,0.1111111111111111
EXT-12-f7dfa69217a9,12,sample_size,potentially_synthesis_critical,numeric,0.1111111111111111
EXT-12-9fcb9236d5e4,12,sample_size,potentially_synthesis_critical,numeric,0.1111111111111111
EXT-12-f83a7fe81ce2,12,sample_size,potentially_synthesis_critical,numeric,0.1111111111111111
EXT-12-fab46482b3ef,12,sample_size,potentially_synthesis_critical,numeric,0.1111111111111111
EXT-12-3aed752c1324,12,sample_size,potentially_synthesis_critical,numeric,0.1111111111111111
EXT-12-de7298f556b0,12,sample_size,potentially_synthesis_critical,numeric,0.1111111111111111
EXT-12-d9793b3caed5,12,sample_size,potentially_synthesis_critical,numeric,0.009718172983479106
EXT-12-30241ba1b5ca,12,sample_size,potentially_synthesis_critical,numeric,0.009718172983479106
EXT-12-6a6a4457a575,12,sample_size,potentially_synthesis_critical,numeric,0.009718172983479106
EXT-12-40065d6ba423,12,sample_size,potentially_synthesis_critical,numeric,0.009718172983479106
EXT-12-aa7cf3d0614e,12,sample_size,potentially_synthesis_critical,numeric,0.009718172983479106
EXT-12-fdd02ca4ca36,12,sample_size,potentially_synthesis_critical,numeric,0.009718172983479106
EXT-12-4371c0144163,12,sample_size,potentially_synthesis_critical,numeric,0.009718172983479106
EXT-12-cb5a8a48c3ab,12,sample_size,potentially_synthesis_critical,numeric,0.009718172983479106
EXT-12-e2ee32f57b85,12,sample_size,potentially_synthesis_critical,numeric,0.009718172983479106
EXT-12-c802d33e15ae,12,sample_size,potentially_synthesis_critical,numeric,0.009718172983479106
EXT-13-b62971451c82,13,mpa_type,categorical,categorical,0.008795074758135445
EXT-13-4516ffdd345b,13,country,categorical,categorical,0.008795074758135445
EXT-13-f1f0c991e79e,13,species_group,categorical,categorical,0.008795074758135445
EXT-13-e0cff7e944de,13,species_group,categorical,categorical,0.008795074758135445
EXT-13-53abd97ba64b,13,mpa_type,categorical,categorical,0.008795074758135445
EXT-13-80e3cc434aa3,13,country,categorical,categorical,0.008795074758135445
EXT-13-2706996350fb,13,study_design,categorical,categorical,0.008795074758135445
EXT-13-4bf63d9c7d28,13,country,categorical,categorical,0.008795074758135445
EXT-13-1d9a1269ee60,13,study_design,categorical,categorical,0.008795074758135445
EXT-13-aae3c887abbb,13,country,categorical,categorical,0.008795074758135445
EXT-13-d56b9f6f1b87,13,country,categorical,categorical,0.5555555555555556
EXT-13-b4e0206fbe64,13,mpa_type,categorical,categorical,0.5555555555555556
EXT-13-48874c803330,13,species_group,categorical,categorical,0.5555555555555556
EXT-13-6907e59cc4a8,13,country,categorical,categorical,0.5555555555555556
EXT-13-cea213568c0d,13,mpa_type,categorical,categorical,0.5555555555555556
EXT-13-111e36e583ba,13,country,categorical,categorical,0.5555555555555556
EXT-13-9d95646de3e5,13,mpa_type,categorical,categorical,0.5555555555555556
EXT-13-2b13ee020104,13,country,categorical,categorical,0.5555555555555556
EXT-13-170b0435f706,13,country,categorical,categorical,0.5555555555555556
EXT-13-e9844e4248b3,13,country,categorical,categorical,0.5555555555555556
EXT-13-f049e8979397,13,mpa_type,categorical,categorical,1.0
EXT-13-d490afdb9ad6,13,country,categorical,categorical,1.0
EXT-13-a7e959b47837,13,country,categorical,categorical,1.0
EXT-13-ce11471c2a57,13,country,categorical,categorical,1.0
EXT-13-014ff9d09fa2,13,country,categorical,categorical,1.0
EXT-13-58122a6c36de,13,country,categorical,categorical,1.0
EXT-13-2825eebde3ff,13,country,categorical,categorical,0.05025125628140704
EXT-13-7c656020fe6b,13,country,categorical,categorical,0.05025125628140704
EXT-13-d57205f343d5,13,species_group,categorical,categorical,0.05025125628140704
EXT-13-1874e18e11f1,13,mpa_type,categorical,categorical,0.05025125628140704
EXT-13-f2a7b7525688,13,country,categorical,categorical,0.05025125628140704
EXT-13-594fed6e1b1a,13,mpa_type,categorical,categorical,0.05025125628140704
EXT-13-b77b5d6983c8,13,mpa_type,categorical,categorical,0.05025125628140704
EXT-13-bdcabacdf1ae,13,mpa_type,categorical,categorical,0.05025125628140704
EXT-13-fb670e37ff08,13,study_design,categorical,categorical,0.05025125628140704
EXT-13-7d014393fea4,13,study_design,categorical,categorical,0.05025125628140704
EXT-13-66224e98649e,13,years_protected,other_numeric,numeric,0.10101010101010101
EXT-13-9f189ad7ef49,13,years_protected,other_numeric,numeric,0.10101010101010101
EXT-13-072b1eeb7afc,13,years_protected,other_numeric,numeric,0.10101010101010101
EXT-13-75eae196b469,13,years_protected,other_numeric,numeric,0.10101010101010101
EXT-13-d2f1fa5a74e6,13,years_protected,other_numeric,numeric,0.10101010101010101
EXT-13-2504da16fe44,13,years_protected,other_numeric,numeric,0.10101010101010101
EXT-13-e0348ea64348,13,years_protected,other_numeric,numeric,0.10101010101010101
EXT-13-e2df879c9fec,13,years_protected,other_numeric,numeric,0.10101010101010101
EXT-13-985b94c92c59,13,years_protected,other_numeric,numeric,0.10101010101010101
EXT-13-688505a7156d,13,years_protected,other_numeric,numeric,0.10101010101010101
EXT-13-fc1f57813b47,13,years_protected,other_numeric,numeric,1.0
EXT-13-e427bc9cb851,13,years_protected,other_numeric,numeric,1.0
EXT-13-08670e721cd4,13,years_protected,other_numeric,numeric,1.0
EXT-13-01ed424135c8,13,years_protected,other_numeric,numeric,1.0
EXT-13-9bf820240f28,13,years_protected,other_numeric,numeric,1.0
EXT-13-40a5afba89fb,13,years_protected,other_numeric,numeric,1.0
EXT-13-c1dd8d586b13,13,years_protected,other_numeric,numeric,1.0
EXT-13-c27da32e28f1,13,years_protected,other_numeric,numeric,1.0
EXT-13-574423000e1e,13,years_protected,other_numeric,numeric,1.0
EXT-13-525c3bb5cb2d,13,years_protected,other_numeric,numeric,1.0
EXT-13-89ce05b517fb,13,years_protected,other_numeric,numeric,1.0
EXT-13-79d0ee12531c,13,years_protected,other_numeric,numeric,0.043478260869565216
EXT-13-84599ad5a7a5,13,years_protected,other_numeric,numeric,0.043478260869565216
EXT-13-d2afd0b60c49,13,years_protected,other_numeric,numeric,0.043478260869565216
EXT-13-56f5e743b5f9,13,years_protected,other_numeric,numeric,0.043478260869565216
EXT-13-5137877a8f50,13,years_protected,other_numeric,numeric,0.043478260869565216
EXT-13-462ca48f05eb,13,years_protected,other_numeric,numeric,0.043478260869565216
EXT-13-cd8b756d3353,13,years_protected,other_numeric,numeric,0.043478260869565216
EXT-13-72e627ff407f,13,years_protected,other_numeric,numeric,0.043478260869565216
EXT-13-99c03b3b0211,13,years_protected,other_numeric,numeric,0.043478260869565216
EXT-13-bbdbb12be3cd,13,years_protected,other_numeric,numeric,0.043478260869565216
EXT-13-9ba84ae5577d,13,sample_size,potentially_synthesis_critical,numeric,0.06097560975609756
EXT-13-f3e4915fc8ac,13,effect_size,potentially_synthesis_critical,numeric,0.06097560975609756
EXT-13-3ebed3d9c6d1,13,sample_size,potentially_synthesis_critical,numeric,0.06097560975609756
EXT-13-db99969f69e6,13,sample_size,potentially_synthesis_critical,numeric,0.06097560975609756
EXT-13-3cf3016aac63,13,sample_size,potentially_synthesis_critical,numeric,0.06097560975609756
EXT-13-264bc81246bd,13,sample_size,potentially_synthesis_critical,numeric,0.06097560975609756
EXT-13-c099e4453197,13,sample_size,potentially_synthesis_critical,numeric,0.06097560975609756
EXT-13-367d8b564cd7,13,effect_size,potentially_synthesis_critical,numeric,0.06097560975609756
EXT-13-bed2f2aee74a,13,sample_size,potentially_synthesis_critical,numeric,0.06097560975609756
EXT-13-e63f433ec81b,13,ci_upper,potentially_synthesis_critical,numeric,0.06097560975609756
EXT-13-5f42d4adddbe,13,effect_size,potentially_synthesis_critical,numeric,1.0
EXT-13-3b22b1c25629,13,sample_size,potentially_synthesis_critical,numeric,1.0
EXT-13-2d55231ae9ee,13,sample_size,potentially_synthesis_critical,numeric,0.008375209380234505
EXT-13-ef8ea24745b3,13,ci_lower,potentially_synthesis_critical,numeric,0.008375209380234505
EXT-13-4eb8ccd70acd,13,ci_lower,potentially_synthesis_critical,numeric,0.008375209380234505
EXT-13-00336ccac624,13,ci_lower,potentially_synthesis_critical,numeric,0.008375209380234505
EXT-13-cb377b9ad4c6,13,ci_upper,potentially_synthesis_critical,numeric,0.008375209380234505
EXT-13-f0975b90efb0,13,ci_upper,potentially_synthesis_critical,numeric,0.008375209380234505
EXT-13-cb7d77f1bb4e,13,effect_size,potentially_synthesis_critical,numeric,0.008375209380234505
EXT-13-6bab7ef558fa,13,ci_upper,potentially_synthesis_critical,numeric,0.008375209380234505
EXT-13-40f4d6799c01,13,ci_upper,potentially_synthesis_critical,numeric,0.008375209380234505
EXT-13-abe79ff17d0d,13,effect_size,potentially_synthesis_critical,numeric,0.008375209380234505
EXT-14-157bec51e39c,14,forest_type,categorical,categorical,0.004110152075626798
EXT-14-107b5179d890,14,forest_type,categorical,categorical,0.004110152075626798
EXT-14-530cc9384c42,14,forest_type,categorical,categorical,0.004110152075626798
EXT-14-f4d57363daf8,14,study_design,categorical,categorical,0.004110152075626798
EXT-14-00e3d3d4235d,14,study_design,categorical,categorical,0.004110152075626798
EXT-14-918886faeed7,14,country,categorical,categorical,0.004110152075626798
EXT-14-9960aedfeefb,14,country,categorical,categorical,0.004110152075626798
EXT-14-9532d35f18ff,14,country,categorical,categorical,0.004110152075626798
EXT-14-d45aff28ffe2,14,forest_type,categorical,categorical,0.004110152075626798
EXT-14-7b3b12cd6bcf,14,country,categorical,categorical,0.004110152075626798
EXT-14-42efa993c367,14,forest_type,categorical,categorical,0.45454545454545453
EXT-14-c7da5aed2b57,14,forest_type,categorical,categorical,0.45454545454545453
EXT-14-348eb75474fc,14,forest_type,categorical,categorical,0.45454545454545453
EXT-14-279e3a07de8c,14,forest_type,categorical,categorical,0.45454545454545453
EXT-14-b682e5264abb,14,forest_type,categorical,categorical,0.45454545454545453
EXT-14-0530c6169769,14,country,categorical,categorical,0.45454545454545453
EXT-14-9a640193edb2,14,forest_type,categorical,categorical,0.45454545454545453
EXT-14-5373fdb9abdf,14,forest_type,categorical,categorical,0.45454545454545453
EXT-14-4f305630c157,14,forest_type,categorical,categorical,0.45454545454545453
EXT-14-0b89d2d4d884,14,country,categorical,categorical,0.45454545454545453
EXT-14-6854a9a52e27,14,study_design,categorical,categorical,0.2702702702702703
EXT-14-cde685bdeeda,14,study_design,categorical,categorical,0.2702702702702703
EXT-14-f72ded4e9eac,14,study_design,categorical,categorical,0.2702702702702703
EXT-14-fb351eaabfd5,14,study_design,categorical,categorical,0.2702702702702703
EXT-14-b6f14e98468e,14,study_design,categorical,categorical,0.2702702702702703
EXT-14-914e0fb8ae2b,14,study_design,categorical,categorical,0.2702702702702703
EXT-14-730af180e854,14,study_design,categorical,categorical,0.2702702702702703
EXT-14-3ae48a139e8f,14,country,categorical,categorical,0.2702702702702703
EXT-14-b56a9bce2f37,14,study_design,categorical,categorical,0.2702702702702703
EXT-14-797736db8c0c,14,study_design,categorical,categorical,0.2702702702702703
EXT-14-7ac5163786a3,14,country,categorical,categorical,1.0
EXT-14-40edf42d411c,14,forest_type,categorical,categorical,1.0
EXT-14-f16d61d0f20a,14,forest_type,categorical,categorical,1.0
EXT-14-682d4f2a47c8,14,forest_type,categorical,categorical,1.0
EXT-14-aaf5f402d012,14,country,categorical,categorical,1.0
EXT-14-1956edb69d16,14,forest_type,categorical,categorical,1.0
EXT-14-af9581228860,14,forest_type,categorical,categorical,1.0
EXT-14-5d271c4ed39d,14,country,categorical,categorical,0.013175230566534914
EXT-14-7577e10e6c56,14,study_design,categorical,categorical,0.013175230566534914
EXT-14-76092955e58c,14,study_design,categorical,categorical,0.013175230566534914
EXT-14-f89784e2e5a4,14,forest_type,categorical,categorical,0.013175230566534914
